"word"	"subject"	"session"	"trial"	"age"	"gender"	"hand"	"origin"	"dialect"	"diploma"	"word_status"	"response"	"RT"	"stem"	"RTprev"	"transcription"	"Nphonemes"	"word_class"	"regularity"	"inflected"	"lip"	"lip.ms"	"fip"	"fip.ms"	"Nletters"	"Nstem_syllables"	"Nword_syllables"	"stressed_syll"	"initial_stress"	"final_stress"	"morph_classification"	"word_duration"	"tense"	"number"	"person"	"CELEX_form_freq"	"CELEX_lemma_freq"	"CGN_form_freq"	"CGN_lemma_freq"	"rating"	"word_unknown"	"meaning_unknown"	"affix"	"stem1"	"stem2"	"compound_type"	"CELEX_form_freq_stem1"	"CELEX_lemma_freq_stem1"	"CELEX_form_freq_stem2"	"CELEX_lemma_freq_stem2"	"X"	"one_compound"	"one_prefix"	"one_suffix"	"one_inflection"	"one_circumfix"	"fip_length"	"rcp"	"cob"	"stem_cob"	"include"	"CELEXform_freq"	"CELEXstem_freq"	"CELEXen_form_freq"	"en"	"s"	"only_suffix"	"logCELEXform_freq"	"logCELEXstem_freq"	"logCELEXen_form_freq"	"logRT"	"logRTprev"	"logword_duration"	"logtrial"	"lookup"	"decomp"	"pnlty"	"penalty"	"logSTMfreq"	"logFRMfreq"	"logSTMorFRMfreq"	"logRTprev_c"	"logword_duration_c"	"logtrial_c"	"logSTMfreq_c"	"logFRMfreq_c"	"logSTMorFRMfreq_c"	"logPLfreq"	"groups"
"77336"	"rampen"	"s1"	8	53	19	"female"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	961	"ramp"	920	"rAmp@"	5	"nom"	"-"	"yes"	"rAmp"	"0.42"	"rAmp@"	"0.53"	6	"2"	2	"rAm"	"yes"	"no"	"underived"	551	"-"	"plur"	"-"	248	0	22	1	4.90666666667	"1"	"1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"rAmp"	"248.0"	"801.0"	NA	248	801	0	1	0	"en"	5.51745289646471	6.68710860786651	0	6.86901445066571	6.82546003625531	6.31354804627709	3.98898404656427	0	1	1	1	6.68710860786651	0	5.51745289646471	-0.255886834536123	0.0337610669702482	-1.34700731415585	-1.18980689202902	-3.07035847248969	-1.41556999423984	0	"pl_sgDom"
"77343"	"patronen"	"s1"	8	57	19	"female"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	1025	"patroon"	1768	"pAtron@"	7	"nom"	"-"	"yes"	"[end]"	"0.53"	"pAtron@"	"0.62"	8	"3"	3	"tro"	"no"	"no"	"underived"	641	"-"	"plur"	"-"	560	0	20	78	4.36	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	7	"pAtron"	"0.0"	"13.0"	NA	175430	1339261212	0	1	0	"en"	12.0750010821863	21.0153839652869	0	6.93342302573071	7.47816969415979	6.46458830368996	4.06044301054642	0	1	1	1	21.0153839652869	0	12.0750010821863	0.396822823368355	0.184801324383114	-1.2755483501737	13.1384684653914	-3.07035847248969	5.14197819148175	0	"pl_sgDom"
"77368"	"smokkel"	"s1"	8	69	19	"female"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	1077	"smokkel"	1238	"smOk@l"	6	"nom"	"-"	"yes"	"smOk@"	"0.467"	"smOk@l"	"0.56"	7	"2"	2	"smO"	"yes"	"no"	"underived"	577	"present"	"sing"	"1,2"	33	27	7	8	4.02666666667	"1"	"1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"smOk@l"	"3.0"	"68.0"	NA	2733	2733	2733	1	0	"-"	7.91352101728389	7.91352101728389	8.83477381421388	6.98286275146894	7.12205988162914	6.35957386867238	4.24849524204936	1	0	0	0	7.91352101728389	7.91352101728389	7.91352101728389	0.0407130108377123	0.0797868893655309	-1.08749611867076	0.036605517388363	4.84316254479421	0.980498126579344	7.91352101728389	"sg_plDom"
"77442"	"sfeer"	"s1"	8	106	19	"female"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	1008	"sfeer"	1145	"sfer"	4	"nom"	"-"	"yes"	"sfe"	"0.447"	"sfe"	"0.447"	5	"1"	1	"sfer"	"yes"	"yes"	"underived"	579	"-"	"sing"	"-"	2576	2739	282	396	5.36	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	3	"sfer"	"2576.0"	"2576.0"	NA	2576	2576	2576	1	0	"-"	7.85438121065236	7.85438121065236	4.9416424226093	6.91671502035361	7.04403289727469	6.36302810354046	4.67282883446191	1	0	0	0	7.85438121065236	7.85438121065236	7.85438121065236	-0.0373139735167447	0.0832411242336182	-0.663162526258216	-0.0225342892431666	4.78402273816268	0.921358319947815	7.85438121065236	"sg_plDom"
"77447"	"balein"	"s1"	8	109	19	"female"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"incorrect"	1031	"balein"	1488	"balKn"	5	"nom"	"-"	"yes"	"balK"	"0.41"	"balKn"	"0.52"	6	"2"	2	"lKn"	"no"	"yes"	"underived"	538	"-"	"sing"	"-"	3	18	0	1	1.96	"20"	"24"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"balKn"	"0.0"	"0.0"	NA	3	3	3	1	0	"-"	1.38629436111989	1.38629436111989	5.03043792139244	6.93925394604151	7.30586003268401	6.289715570909	4.70048036579242	1	0	0	0	1.38629436111989	1.38629436111989	1.38629436111989	0.224513161892579	0.00992859160215076	-0.635510994927706	-6.49062113877564	-1.6840641113698	-5.54672852958466	1.38629436111989	"sg_plDom"
"77475"	"kwasten"	"s1"	8	123	19	"female"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	997	"kwast"	1031	"kwAst@"	6	"nom"	"-"	"yes"	"kwAs"	"0.37"	"kwAst@"	"0.5"	7	"2"	2	"kwAs"	"yes"	"no"	"underived"	525	"-"	"plur"	"-"	53	0	3	1	4.02666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"kwAst"	"53.0"	"149.0"	NA	53	149	0	1	0	"en"	3.98898404656427	5.01063529409626	0	6.90575327631146	6.93925394604151	6.26530121273771	4.82028156560504	0	1	1	1	5.01063529409626	0	3.98898404656427	-0.142092924749922	-0.0144857665691367	-0.515709795115085	-2.86628020579928	-3.07035847248969	-2.94403884414028	0	"pl_sgDom"
"77508"	"schild"	"s1"	8	140	19	"female"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	1164	"schild"	890	"sxIlt"	5	"nom"	"-"	"yes"	"sxIld"	"0.62"	"sxIlt"	"0.62"	6	"1"	1	"sxIlt"	"yes"	"yes"	"underived"	639	"-"	"sing"	"-"	286	286	19	26	4.12	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"sxIlt"	"286.0"	"286.0"	NA	28633	28633	28633	1	0	"-"	10.2623501019203	10.2623501019203	12.5949509500339	7.0604763659998	6.79234442747081	6.46146817635372	4.94875989037817	1	0	0	0	10.2623501019203	10.2623501019203	10.2623501019203	-0.289002443320621	0.181681197046871	-0.387231470341954	2.38543460202474	7.19199162943059	3.32932721121572	10.2623501019203	"sg_plDom"
"77510"	"kannen"	"s1"	8	141	19	"female"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	772	"kan"	1164	"kAn@"	4	"nom"	"-"	"yes"	"[end]"	"0.17"	"kAn@"	"0.25"	6	"2"	2	"kA"	"yes"	"no"	"underived"	273	"-"	"plur"	"-"	64	0	4	117	4.08	"1"	"1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"kAn"	"64.0"	"0.0"	NA	64	2.32232322302322e+20	0	1	0	"en"	4.17438726989564	46.8942699337376	0	6.65027904858742	7.0604763659998	5.61312810638807	4.95582705760126	0	1	1	1	46.8942699337376	0	4.17438726989564	-0.0208705047916293	-0.666658872918776	-0.380164303118861	39.017354433842	-3.07035847248969	-2.75863562080891	0	"pl_sgDom"
"77533"	"moord"	"s1"	8	152	19	"female"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	1055	"moord"	1353	"mort"	4	"nom"	"-"	"yes"	"mord"	"0.53"	"mort"	"0.53"	5	"1"	1	"mort"	"yes"	"yes"	"underived"	546	"present"	"sing"	"1,2"	1609	1888	127	174	5.45333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"mort"	"0.0"	"71.0"	NA	16090066	16090066	16090066	1	0	"-"	16.593712683037	16.593712683037	20.5573623297514	6.96224346426621	7.21081845347222	6.30444880242198	5.03043792139244	1	0	0	0	16.593712683037	16.593712683037	16.593712683037	0.12947158268079	0.0246618231151343	-0.305553439327687	8.71679718314143	13.5233542105473	9.66068979233241	16.593712683037	"sg_plDom"
"77546"	"matrozen"	"s1"	8	159	19	"female"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	1290	"matroos"	1196	"mAtroz@"	7	"nom"	"-"	"yes"	"mAtro"	"0.56"	"mAtroz"	"0.64"	8	"3"	3	"tro"	"no"	"no"	"underived"	761	"-"	"plur"	"-"	305	0	3	9	3.58666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"mAtroz"	"305.0"	"289.0"	NA	305	289	0	1	0	"en"	5.72358510195238	5.66988092298052	0	7.16317239084664	7.08757370555797	6.63594655568665	5.07517381523383	0	1	1	1	5.66988092298052	0	5.72358510195238	0.00622683476654284	0.3561595763798	-0.260817545486296	-2.20703457691501	-3.07035847248969	-1.20943778875217	0	"pl_sgDom"
"77572"	"violen"	"s1"	8	172	19	"female"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	1107	"viool"	1133	"vijol@"	6	"nom"	"-"	"yes"	"[end]"	"0.51"	"vijol@"	"0.6"	6	"3"	2	"jo"	"no"	"no"	"underived"	616	"-"	"plur"	"-"	114	0	5	47	3.98666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"vijol"	"114.0"	"377.0"	NA	114	377	0	1	0	"en"	4.74493212836325	5.93489419561959	0	7.01031186730723	7.0335064842877	6.42486902390539	5.15329159449778	0	1	1	1	5.93489419561959	0	4.74493212836325	-0.0478403865037329	0.145082044598541	-0.182699766222343	-1.94202130427594	-3.07035847248969	-2.1880907623413	0	"pl_sgDom"
"77594"	"contacten"	"s1"	8	187	19	"female"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	1152	"contact"	1390	"kOntAkt@"	8	"nom"	"-"	"yes"	"kOntAk"	"0.41"	"kOntAkt@"	"0.59"	9	"3"	3	"tAk"	"no"	"no"	"underived"	607	"-"	"plur"	"-"	1455	0	141	917	5.38666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	8	"kOntAkt"	"1455.0"	"5303.0"	NA	1455	5303	0	1	0	"en"	7.28344822875663	8.5762165318657	0	7.05012252026906	7.23777819192344	6.41017488196617	5.23644196282995	0	1	1	1	8.5762165318657	0	7.28344822875663	0.156431321132013	0.13038790265932	-0.0995493978901729	0.699301031970167	-3.07035847248969	0.350425338052081	0	"pl_sgDom"
"77629"	"problemen"	"s1"	8	222	19	"female"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	1432	"probleem"	1541	"problem@"	8	"nom"	"-"	"yes"	"probl"	"0.32"	"problem@"	"0.71"	9	"3"	3	"ble"	"no"	"no"	"underived"	731	"-"	"plur"	"-"	7638	0	1050	3783	5.93333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	8	"problem"	"7638.0"	"6702.0"	NA	7638	6702	0	1	0	"en"	8.94102198354136	8.81031046635796	0	7.26752542782817	7.34083555412327	6.59578051396131	5.40717177146012	0	1	1	1	8.81031046635796	0	8.94102198354136	0.259488683331845	0.315993534654464	0.0711804107399967	0.933394966462426	-3.07035847248969	2.00799909283681	0	"pl_sgDom"
"77647"	"elanden"	"s1"	8	240	19	"female"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	1263	"eland"	1303	"elAnd@"	6	"nom"	"-"	"yes"	"elAnd"	"0.51"	"elAnd"	"0.51"	7	"3"	3	"e"	"yes"	"no"	"underived"	614	"-"	"plur"	"-"	27	0	9	18	2.84	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"elAnd"	"27.0"	"20.0"	NA	27	20	0	1	0	"en"	3.3322045101752	3.04452243772342	0	7.1420365747068	7.1731917424866	6.42162226780652	5.48479693349065	0	1	1	1	3.04452243772342	0	3.3322045101752	0.0918448716951685	0.141835288499671	0.148805572770533	-4.83239306217211	-3.07035847248969	-3.60081838052935	0	"pl_sgDom"
"77658"	"kiem"	"s1"	8	251	19	"female"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	1364	"kiem"	1587	"kim"	3	"nom"	"-"	"yes"	"kim"	"0.25"	"kim"	"0.25"	4	"1"	1	"kim"	"yes"	"yes"	"underived"	266	"present"	"sing"	"1,2"	177	307	9	13	3.22666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	3	"kim"	"0.0"	"14.0"	NA	17700	17700	17700	1	0	"-"	9.78137641414116	9.78137641414116	14.0789626920255	7.21890970761906	7.37023064180708	5.58724865840025	5.52942908751142	1	0	0	0	9.78137641414116	9.78137641414116	9.78137641414116	0.288883771015651	-0.692538320906597	0.193437726791301	1.90446091424563	6.71101794165147	2.84835352343661	9.78137641414116	"sg_plDom"
"77670"	"termijnen"	"s1"	8	263	19	"female"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	1190	"termijn"	1117	"tErmKn@"	7	"nom"	"-"	"yes"	"tErmK"	"0.44"	"tErmKn@"	"0.57"	9	"3"	3	"mK"	"no"	"no"	"underived"	592	"-"	"plur"	"-"	148	0	6	367	4.6	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	7	"tErmKn"	"148.0"	"1932.0"	NA	148	1932	0	1	0	"en"	5.00394630594546	7.56682847920833	0	7.0825485693553	7.01929665371504	6.38519439899773	5.57594910314632	0	1	1	1	7.56682847920833	0	5.00394630594546	-0.0620502170763855	0.105407419690879	0.239957742426194	-0.310087020687201	-3.07035847248969	-1.92907658475909	0	"pl_sgDom"
"77705"	"giften"	"s1"	8	299	19	"female"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	1658	"gift"	1330	"xIft@"	5	"nom"	"-"	"yes"	"[end]"	"0.4"	"xIft@"	"0.48"	6	"2"	2	"xIf"	"yes"	"no"	"underived"	496	"-"	"plur"	"-"	161	0	4	7	4.05333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"xIft"	"7.0"	"9.0"	NA	7154	989	0	1	0	"en"	8.87556669199055	6.89770494312864	0	7.41397029019044	7.19368581839511	6.20859002609663	5.7037824746562	0	1	1	1	6.89770494312864	0	8.87556669199055	0.112338947603682	-0.0711969532102179	0.367791113936079	-0.979210556766896	-3.07035847248969	1.942543801286	0	"pl_sgDom"
"77708"	"insekten"	"s1"	8	302	19	"female"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	1212	"insekt"	1121	"InsEkt@"	7	"nom"	"-"	"yes"	"InsEkt"	"0.53"	"InsEkt@"	"0.61"	8	"3"	3	"sEk"	"no"	"no"	"underived"	628	"-"	"plur"	"-"	581	0	0	0	4.97333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	7	"InsEkt"	"581.0"	"160.0"	NA	581	160	0	1	0	"en"	6.36647044773144	5.08140436498446	0	7.10085190894405	7.02286808608264	6.44413125670044	5.71373280550937	0	1	1	1	5.08140436498446	0	6.36647044773144	-0.0584787847087886	0.164344277393594	0.377741444789247	-2.79551113491107	-3.07035847248969	-0.566552442973112	0	"pl_sgDom"
"77709"	"ivoor"	"s1"	8	303	19	"female"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	1280	"ivoor"	1212	"ivor"	4	"nom"	"-"	"yes"	"iv"	"0.22"	"ivo"	"0.407"	5	"2"	2	"vor"	"no"	"yes"	"underived"	548	"-"	"sing"	"-"	121	121	2	3	3.37333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	3	"ivor"	"0.0"	"0.0"	NA	121	121	121	1	0	"-"	4.80402104473326	4.80402104473326	4.99721227376411	7.15539630189673	7.10085190894405	6.30809844150953	5.71702770140622	1	0	0	0	4.80402104473326	4.80402104473326	4.80402104473326	0.0195050381526203	0.0283114622026837	0.3810363406861	-3.07289445516227	1.73366257224357	-2.12900184597129	4.80402104473326	"sg_plDom"
"77746"	"lanen"	"s1"	8	340	19	"female"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	1893	"laan"	1266	"lan@"	4	"nom"	"-"	"yes"	"[end]"	"0.4"	"lan@"	"0.5"	5	"2"	2	"la"	"yes"	"no"	"underived"	524	"-"	"plur"	"-"	114	0	5	22	3.73333333333	"0"	"1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"lan"	"114.0"	"323.0"	NA	114	323	0	1	0	"en"	4.74493212836325	5.78074351579233	0	7.54644627374602	7.14440718032114	6.26339826259162	5.83188247728352	0	1	1	1	5.78074351579233	0	4.74493212836325	0.0630603095297086	-0.0163887167152232	0.495891116563395	-2.0961719841032	-3.07035847248969	-2.1880907623413	0	"pl_sgDom"
"77753"	"apen"	"s1"	8	347	19	"female"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	1159	"aap"	2411	"ap@"	3	"nom"	"-"	"yes"	"[end]"	"0.33"	"ap@"	"0.41"	4	"2"	2	"a"	"yes"	"no"	"underived"	426	"-"	"plur"	"-"	365	0	23	2	4.49333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	3	"ap"	"365.0"	"490.0"	NA	365	490	0	1	0	"en"	5.90263333340137	6.19644412779452	0	7.05617528410041	7.78821155784708	6.05678401322862	5.85220247977447	0	1	1	1	6.19644412779452	0	5.90263333340137	0.706864687055646	-0.223002966078222	0.516211119054352	-1.68047137210101	-3.07035847248969	-1.03038955730318	0	"pl_sgDom"
"77768"	"exemplaar"	"s1"	8	362	19	"female"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	1036	"exemplaar"	837	"Eks@mplar"	9	"nom"	"-"	"no"	"Eks@m"	"0.35"	"Eks@mpla"	"0.647"	9	"3"	3	"plar"	"no"	"yes"	"underived"	762	"-"	"sing"	"-"	534	1175	27	82	4.84	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	0	0	8	"Eks@mplar"	"534.0"	"534.0"	NA	534	534	534	1	0	"-"	6.28226674689601	6.28226674689601	6.46458830368996	6.94408720822953	6.73101810048208	6.63725803128446	5.89440283426485	1	0	0	0	6.28226674689601	6.28226674689601	6.28226674689601	-0.350328770309347	0.35747105197761	0.558411473544728	-1.59464875299953	3.21190827440632	-0.650756143808544	6.28226674689601	"sg_plDom"
"77902"	"aas"	"s10"	8	116	23	"male"	"right"	"west-brabant"	"no"	"propedeuse"	"word"	"correct"	888	"aas"	1102	"as"	2	"nom"	"-"	"yes"	"[end]"	"0.53"	"as"	"0.53"	3	"1"	1	"as"	"yes"	"yes"	"underived"	546	"present"	"sing"	"1,2"	246	295	15	19	3.61333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	2	"as"	"0.0"	"17.0"	NA	2073900324	2073900324	2073900324	1	0	"-"	21.4526968862932	21.4526968862932	12.0720725716632	6.7900972355139	7.0057890192535	6.30444880242198	4.76217393479776	1	0	0	0	21.4526968862932	21.4526968862932	21.4526968862932	-0.0755578515379272	0.0246618231151343	-0.573817425922366	13.5757813863976	18.3823384138035	14.5196739955886	21.4526968862932	"sg_plDom"
"77905"	"orkanen"	"s10"	8	119	23	"male"	"right"	"west-brabant"	"no"	"propedeuse"	"word"	"correct"	935	"orkaan"	1059	"Orkan@"	6	"nom"	"-"	"yes"	"Orkan"	"0.55"	"Orkan@"	"0.63"	7	"3"	3	"ka"	"no"	"no"	"underived"	651	"-"	"plur"	"-"	33	0	1	10	4.34666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"Orkan"	"33.0"	"118.0"	NA	33	118	0	1	0	"en"	3.52636052461616	4.77912349311153	0	6.84161547647759	6.96602418710611	6.48004456192665	4.78749174278205	0	1	1	1	4.77912349311153	0	3.52636052461616	-0.115322683685317	0.200257582619806	-0.548499617938076	-3.097792006784	-3.07035847248969	-3.40666236608839	0	"pl_sgDom"
"77948"	"bananen"	"s10"	8	162	23	"male"	"right"	"west-brabant"	"no"	"propedeuse"	"word"	"correct"	931	"banaan"	925	"banan@"	6	"nom"	"-"	"yes"	"banan"	"0.42"	"banan@"	"0.49"	7	"3"	3	"na"	"no"	"no"	"underived"	509	"-"	"plur"	"-"	164	0	19	49	5.29333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"banan"	"164.0"	"92.0"	NA	164	92	0	1	0	"en"	5.10594547390058	4.53259949315326	0	6.83733281468559	6.83087423464618	6.23441072571837	5.09375020080676	0	1	1	1	4.53259949315326	0	5.10594547390058	-0.250472636145251	-0.0453762535884756	-0.24224115991336	-3.34431600674228	-3.07035847248969	-1.82707741680397	0	"pl_sgDom"
"77969"	"dwazen"	"s10"	8	183	23	"male"	"right"	"west-brabant"	"no"	"propedeuse"	"word"	"correct"	1022	"dwaas"	991	"dwaz@"	5	"nom"	"-"	"yes"	"dwaz"	"0.51"	"dwaz"	"0.51"	6	"2"	2	"dwa"	"yes"	"no"	"underived"	619	"-"	"plur"	"-"	92	0	1	38	3.84	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"dwaz"	"92.0"	"220.0"	NA	36992	427220	0	1	0	"en"	10.5184839845386	12.9650567227233	0	6.93049476595163	6.89972310728487	6.42971947803914	5.21493575760899	0	1	1	1	12.9650567227233	0	10.5184839845386	-0.181623763506558	0.149932498732291	-0.121055603111136	5.08814122282778	-3.07035847248969	3.58546109383409	0	"pl_sgDom"
"78010"	"bordeel"	"s10"	8	225	23	"male"	"right"	"west-brabant"	"no"	"propedeuse"	"word"	"correct"	888	"bordeel"	1457	"bOrdel"	6	"nom"	"-"	"yes"	"bOrde"	"0.407"	"bOrde"	"0.407"	7	"2"	2	"del"	"no"	"yes"	"underived"	585	"-"	"sing"	"-"	283	368	4	11	3.84	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"bOrdel"	"283.0"	"283.0"	NA	283	283	283	1	0	"-"	5.64897423816121	5.64897423816121	4.45434729625351	6.7900972355139	7.2848209125686	6.37331978957701	5.42053499927229	1	0	0	0	5.64897423816121	5.64897423816121	5.64897423816121	0.203474041777174	0.0935328102701654	0.0845436385521641	-2.22794126173433	2.57861576567152	-1.28404865254334	5.64897423816121	"sg_plDom"
"78081"	"boeketten"	"s10"	8	296	23	"male"	"right"	"west-brabant"	"no"	"propedeuse"	"word"	"correct"	1002	"boeket"	1282	"bukEt@"	6	"nom"	"-"	"yes"	"bukE"	"0.28"	"bukEt@"	"0.47"	9	"3"	3	"kE"	"no"	"no"	"underived"	487	"-"	"plur"	"-"	43	0	4	26	4.02666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"bukEt"	"43.0"	"262.0"	NA	43	262118	0	1	0	"en"	3.78418963391826	12.4765538780996	0	6.91075078796194	7.15695636461564	6.19031540585315	5.6937321388027	0	1	1	1	12.4765538780996	0	3.78418963391826	0.0756094938242065	-0.0894715734536993	0.357740778082578	4.59963837820408	-3.07035847248969	-3.14883325678629	0	"pl_sgDom"
"78108"	"rampen"	"s10"	8	323	23	"male"	"right"	"west-brabant"	"no"	"propedeuse"	"word"	"correct"	1178	"ramp"	1001	"rAmp@"	5	"nom"	"-"	"yes"	"rAmp"	"0.42"	"rAmp@"	"0.53"	6	"2"	2	"rAm"	"yes"	"no"	"underived"	551	"-"	"plur"	"-"	248	0	22	1	4.90666666667	"1"	"1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"rAmp"	"248.0"	"801.0"	NA	248	801	0	1	0	"en"	5.51745289646471	6.68710860786651	0	7.07242190053737	6.90975328164481	6.31354804627709	5.78074351579233	0	1	1	1	6.68710860786651	0	5.51745289646471	-0.17159358914662	0.0337610669702482	0.444752155072207	-1.18980689202902	-3.07035847248969	-1.41556999423984	0	"pl_sgDom"
"78136"	"vel"	"s10"	8	352	23	"male"	"right"	"west-brabant"	"no"	"propedeuse"	"word"	"correct"	1137	"vel"	910	"vEl"	3	"nom"	"-"	"yes"	"[end]"	"0.39"	"vEl"	"0.39"	3	"1"	1	"vEl"	"yes"	"yes"	"underived"	414	"present"	"sing"	"1,2"	899	1386	105	162	4.94666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	3	"vEl"	"5.0"	"85.0"	NA	88955	88955	88955	1	0	"-"	11.3958971444447	11.3958971444447	14.7588661109063	7.03702761468628	6.81454289725996	6.0282785202307	5.8664680569333	1	0	0	0	11.3958971444447	11.3958971444447	11.3958971444447	-0.266803973531472	-0.251508459076149	0.530476696213174	3.51898164454919	8.32553867195504	4.46287425374017	11.3958971444447	"sg_plDom"
"78151"	"strotten"	"s10"	8	367	23	"male"	"right"	"west-brabant"	"no"	"propedeuse"	"word"	"correct"	1127	"strot"	866	"strOt@"	6	"nom"	"-"	"yes"	"strOt"	"0.43"	"strOt@"	"0.5"	8	"2"	2	"strO"	"yes"	"no"	"underived"	519	"-"	"plur"	"-"	4	0	0	0	2.81333333333	"3"	"5"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"strOt"	"4.0"	"186.0"	NA	4	186	0	1	0	"en"	1.6094379124341	5.23110861685459	0	7.028201432058	6.76503897678054	6.25382881157547	5.90808293816893	0	1	1	1	5.23110861685459	0	1.6094379124341	-0.316307894010889	-0.0259581677313738	0.572091577448809	-2.64580688304094	-3.07035847248969	-5.32358497827045	0	"pl_sgDom"
"78199"	"sigaren"	"s10"	8	415	23	"male"	"right"	"west-brabant"	"no"	"propedeuse"	"word"	"correct"	931	"sigaar"	1021	"siGar@"	6	"nom"	"-"	"yes"	"[end]"	"0.65"	"siGar@"	"0.74"	7	"3"	3	"Ga"	"no"	"no"	"underived"	758	"-"	"plur"	"-"	305	0	33	121	4.46666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"siGar"	"305.0"	"751.0"	NA	305	751	0	1	0	"en"	5.72358510195238	6.62273632394984	0	6.83733281468559	6.92951677076365	6.63200177739563	6.03068526026126	0	1	1	1	6.62273632394984	0	5.72358510195238	-0.15183010002778	0.352214798088784	0.694693899541141	-1.25417917594569	-3.07035847248969	-1.20943778875217	0	"pl_sgDom"
