"word"	"subject"	"session"	"trial"	"age"	"gender"	"hand"	"origin"	"dialect"	"diploma"	"word_status"	"response"	"RT"	"stem"	"RTprev"	"transcription"	"Nphonemes"	"word_class"	"regularity"	"inflected"	"lip"	"lip.ms"	"fip"	"fip.ms"	"Nletters"	"Nstem_syllables"	"Nword_syllables"	"stressed_syll"	"initial_stress"	"final_stress"	"morph_classification"	"word_duration"	"tense"	"number"	"person"	"CELEX_form_freq"	"CELEX_lemma_freq"	"CGN_form_freq"	"CGN_lemma_freq"	"rating"	"word_unknown"	"meaning_unknown"	"affix"	"stem1"	"stem2"	"compound_type"	"CELEX_form_freq_stem1"	"CELEX_lemma_freq_stem1"	"CELEX_form_freq_stem2"	"CELEX_lemma_freq_stem2"	"X"	"one_compound"	"one_prefix"	"one_suffix"	"one_inflection"	"one_circumfix"	"fip_length"	"rcp"	"cob"	"stem_cob"	"include"	"CELEXform_freq"	"CELEXstem_freq"	"CELEXen_form_freq"	"en"	"s"	"only_suffix"	"logCELEXform_freq"	"logCELEXstem_freq"	"logCELEXen_form_freq"	"logRT"	"logRTprev"	"logword_duration"	"logtrial"	"lookup"	"decomp"	"pnlty"	"penalty"	"logSTMfreq"	"logFRMfreq"	"logSTMorFRMfreq"	"logRTprev_c"	"logword_duration_c"	"logtrial_c"	"logSTMfreq_c"	"logFRMfreq_c"	"logSTMorFRMfreq_c"	"logPLfreq"	"groups"
"42150"	"woerd"	"s6"	4	284	20	"female"	"right"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	1127	"woerd"	1073	"wurt"	4	"nom"	"-"	"yes"	"wur"	"0.36"	"wurt"	"0.54"	5	"1"	1	"wurt"	"yes"	"yes"	"underived"	561	"-"	"sing"	"-"	88	136	0	0	2.30666666667	"11"	"18"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"wurt"	"2.0"	"2.0"	NA	862	862	862	1	0	"-"	6.76041469108343	6.76041469108343	6.17586727010576	7.028201432058	6.97914527506881	6.33150184989369	5.65248918026865	1	0	0	0	6.76041469108343	6.76041469108343	6.76041469108343	-0.10220159572262	0.051714870586844	0.316497819548529	-1.1165008088121	3.69005621859374	-0.172608199621123	6.76041469108343	"sg_plDom"
"42190"	"kwallen"	"s6"	4	324	20	"female"	"right"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	692	"kwal"	1588	"kwAl@"	5	"nom"	"-"	"yes"	"kwAl"	"0.27"	"kwAl@"	"0.33"	7	"2"	2	"kwA"	"yes"	"no"	"underived"	354	"-"	"plur"	"-"	35	0	1	1	3.86666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"kwAl"	"35.0"	"69.0"	NA	35	69	0	1	0	"en"	3.58351893845611	4.24849524204936	0	6.5410299991899	7.37086016653672	5.87211778947542	5.78382518232974	0	1	1	1	4.24849524204936	0	3.58351893845611	0.289513295745286	-0.407669189831431	0.447833821609615	-3.62842025784617	-3.07035847248969	-3.34950395224844	0	"pl_sgDom"
"42314"	"ossen"	"s6"	4	450	20	"female"	"right"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	761	"os"	1381	"Os@"	3	"nom"	"-"	"yes"	"[end]"	"0.28"	"Os@"	"0.37"	5	"2"	2	"O"	"yes"	"no"	"underived"	390	"-"	"plur"	"-"	98	0	6	18	3.32	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	3	"Os"	"98.0"	"103.0"	NA	98	103	0	1	0	"en"	4.59511985013459	4.64439089914137	0	6.63594655568665	7.23128700432762	5.96870755998537	6.11146733950268	0	1	1	1	4.64439089914137	0	4.59511985013459	0.149940133536186	-0.311079419321481	0.775475978782556	-3.23252460075416	-3.07035847248969	-2.33790304056996	0	"pl_sgDom"
"42324"	"taarten"	"s6"	4	460	20	"female"	"right"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	762	"taart"	1113	"tart@"	5	"nom"	"-"	"yes"	"tart"	"0.4"	"tart@"	"0.5"	7	"2"	2	"tar"	"yes"	"no"	"underived"	522	"-"	"plur"	"-"	43	0	9	82	4.89333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"tart"	"43.0"	"341.0"	NA	43	341	0	1	0	"en"	3.78418963391826	5.8348107370626	0	6.63725803128446	7.01571242048723	6.25958146406492	6.13339804299665	0	1	1	1	5.8348107370626	0	3.78418963391826	-0.0656344503042003	-0.0202055152419236	0.797406682276526	-2.04210476283293	-3.07035847248969	-3.14883325678629	0	"pl_sgDom"
"42333"	"katern"	"s6"	4	469	20	"female"	"right"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	937	"katern"	726	"katErn"	6	"nom"	"-"	"yes"	"katE"	"0.357"	"katE"	"0.357"	6	"2"	2	"tErn"	"no"	"yes"	"underived"	575	"-"	"sing"	"-"	16	32	2	7	3.69333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"katErn"	"16.0"	"16.0"	NA	16	16	16	1	0	"-"	2.83321334405622	2.83321334405622	2.83321334405622	6.84374994900622	6.58892647753352	6.35610766069589	6.1527326947041	1	0	0	0	2.83321334405622	2.83321334405622	2.83321334405622	-0.492420393257911	0.0763206813890447	0.816741333983982	-5.04370215583932	-0.23714512843347	-4.09980954664833	2.83321334405622	"sg_plDom"
"42464"	"giganten"	"s7"	4	40	20	"male"	"left"	"noord-brabant"	"Brabants"	"vwo"	"word"	"correct"	2105	"gigant"	1178	"xiGAnt@"	7	"nom"	"-"	"yes"	"xiG"	"0.33"	"xiGAnt@"	"0.71"	8	"3"	3	"GAn"	"no"	"no"	"underived"	732	"-"	"plur"	"-"	35	0	0	0	3.18666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	7	"xiGAnt"	"35.0"	"28.0"	NA	35	28	0	1	0	"en"	3.58351893845611	3.36729582998647	0	7.65254569269392	7.07242190053737	6.59714570188665	3.71357206670431	0	1	1	1	3.36729582998647	0	3.58351893845611	-0.00892497025405881	0.317358722579804	-1.62241929401581	-4.50961966990906	-3.07035847248969	-3.34950395224844	0	"pl_sgDom"
"42473"	"pijlen"	"s7"	4	49	20	"male"	"left"	"noord-brabant"	"Brabants"	"vwo"	"word"	"correct"	1002	"pijl"	1055	"pKl@"	4	"nom"	"-"	"yes"	"[end]"	"0.33"	"pKl@"	"0.43"	6	"2"	2	"pK"	"yes"	"no"	"underived"	446	"-"	"plur"	"-"	276	0	22	87	4.50666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"pKl"	"276.0"	"393.0"	NA	73073276	56900393	0	1	0	"en"	18.1069732901684	17.8568128235014	0	6.91075078796194	6.96224346426621	6.10255859461357	3.91202300542815	0	1	1	1	17.8568128235014	0	18.1069732901684	-0.119103406525223	-0.177228384693278	-1.42396835529198	9.97989732360588	-3.07035847248969	11.1739503994638	0	"pl_sgDom"
"42496"	"violen"	"s7"	4	72	20	"male"	"left"	"noord-brabant"	"Brabants"	"vwo"	"word"	"correct"	955	"viool"	1277	"vijol@"	6	"nom"	"-"	"yes"	"[end]"	"0.51"	"vijol@"	"0.6"	6	"3"	2	"jo"	"no"	"no"	"underived"	616	"-"	"plur"	"-"	114	0	5	47	3.98666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"vijol"	"114.0"	"377.0"	NA	114	377	0	1	0	"en"	4.74493212836325	5.93489419561959	0	6.8627579130514	7.15305163493748	6.42486902390539	4.29045944114839	0	1	1	1	5.93489419561959	0	4.74493212836325	0.07170476414605	0.145082044598541	-1.04553191957173	-1.94202130427594	-3.07035847248969	-2.1880907623413	0	"pl_sgDom"
"42553"	"katern"	"s7"	4	130	20	"male"	"left"	"noord-brabant"	"Brabants"	"vwo"	"word"	"correct"	1196	"katern"	2009	"katErn"	6	"nom"	"-"	"yes"	"katE"	"0.357"	"katE"	"0.357"	6	"2"	2	"tErn"	"no"	"yes"	"underived"	575	"-"	"sing"	"-"	16	32	2	7	3.69333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"katErn"	"16.0"	"16.0"	NA	16	16	16	1	0	"-"	2.83321334405622	2.83321334405622	2.83321334405622	7.08757370555797	7.60589000105312	6.35610766069589	4.87519732320115	1	0	0	0	2.83321334405622	2.83321334405622	2.83321334405622	0.524543130261692	0.0763206813890447	-0.460794037518971	-5.04370215583932	-0.23714512843347	-4.09980954664833	2.83321334405622	"sg_plDom"
"42575"	"berg"	"s7"	4	152	20	"male"	"left"	"noord-brabant"	"Brabants"	"vwo"	"word"	"correct"	1212	"berg"	1324	"bErx"	4	"nom"	"-"	"yes"	"bEr@x"	"0.54"	"bErx"	"0.54"	4	"1"	1	"bErx"	"yes"	"yes"	"underived"	560	"present"	"sing"	"1,2"	873	2338	150	385	5.08	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"bErx"	"0.0"	"0.0"	NA	873000	873000	873000	1	0	"-"	13.6796919802965	13.6796919802965	21.1494907311216	7.10085190894405	7.18916773842032	6.3297209055227	5.03043792139244	1	0	0	0	13.6796919802965	13.6796919802965	13.6796919802965	0.107820867628893	0.0499339262158491	-0.305553439327687	5.80277648040092	10.6093335078068	6.74666908959191	13.6796919802965	"sg_plDom"
"42586"	"zwaarden"	"s7"	4	163	20	"male"	"left"	"noord-brabant"	"Brabants"	"vwo"	"word"	"correct"	1645	"zwaard"	1390	"zward@"	6	"nom"	"-"	"yes"	"zward"	"0.48"	"zward@"	"0.55"	8	"2"	2	"zwar"	"yes"	"no"	"underived"	568	"-"	"plur"	"-"	123	0	4	88	3.93333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"zward"	"123.0"	"527.0"	NA	123	527	0	1	0	"en"	4.82028156560504	6.26909628370626	0	7.40610338123702	7.23777819192344	6.34388043412633	5.0998664278242	0	1	1	1	6.26909628370626	0	4.82028156560504	0.156431321132013	0.064093454819484	-0.236124932895923	-1.60781921618927	-3.07035847248969	-2.11274132509951	0	"pl_sgDom"
"42618"	"schappen"	"s7"	4	195	20	"male"	"left"	"noord-brabant"	"Brabants"	"vwo"	"word"	"correct"	1262	"schap"	2928	"sxAp@"	5	"nom"	"-"	"yes"	"sxAp"	"0.4"	"sxAp@"	"0.47"	8	"2"	2	"sxA"	"yes"	"no"	"underived"	491	"-"	"plur"	"-"	36	0	14	40	4.4	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"sxAp"	"4.0"	"0.0"	NA	324	260	0	1	0	"en"	5.78382518232974	5.56452040732269	0	7.14124512235049	7.98241634682773	6.19847871649231	5.27811465923052	0	1	1	1	5.56452040732269	0	5.78382518232974	0.901069476036303	-0.081308262814539	-0.0578767014896053	-2.31239509257284	-3.07035847248969	-1.14919770837481	0	"pl_sgDom"
"42678"	"hemden"	"s7"	4	256	20	"male"	"left"	"noord-brabant"	"Brabants"	"vwo"	"word"	"correct"	1107	"hemd"	1453	"hEmd@"	5	"nom"	"-"	"yes"	"hEm"	"0.26"	"hEmd@"	"0.37"	6	"2"	2	"hEm"	"yes"	"no"	"underived"	394	"past"	"plur"	"1,2"	135	0	11	77	4.52	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"hEmd"	"0.0"	"5.0"	NA	135	86900	0	1	0	"en"	4.91265488573605	11.3725248186671	0	7.01031186730723	7.28207365809346	5.97888576490112	5.54907608489522	0	1	1	1	11.3725248186671	0	4.91265488573605	0.200726787302035	-0.300901214405725	0.213084724175098	3.4956093187716	-3.07035847248969	-2.0203680049685	0	"pl_sgDom"
"42679"	"matrozen"	"s7"	4	257	20	"male"	"left"	"noord-brabant"	"Brabants"	"vwo"	"word"	"correct"	1148	"matroos"	1107	"mAtroz@"	7	"nom"	"-"	"yes"	"mAtro"	"0.56"	"mAtroz"	"0.64"	8	"3"	3	"tro"	"no"	"no"	"underived"	761	"-"	"plur"	"-"	305	0	3	9	3.58666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"mAtroz"	"305.0"	"289.0"	NA	305	289	0	1	0	"en"	5.72358510195238	5.66988092298052	0	7.04664727784876	7.01031186730723	6.63594655568665	5.55295958492162	0	1	1	1	5.66988092298052	0	5.72358510195238	-0.0710350034842007	0.3561595763798	0.216968224201495	-2.20703457691501	-3.07035847248969	-1.20943778875217	0	"pl_sgDom"
"42688"	"schild"	"s7"	4	266	20	"male"	"left"	"noord-brabant"	"Brabants"	"vwo"	"word"	"correct"	1850	"schild"	1196	"sxIlt"	5	"nom"	"-"	"yes"	"sxIld"	"0.62"	"sxIlt"	"0.62"	6	"1"	1	"sxIlt"	"yes"	"yes"	"underived"	639	"-"	"sing"	"-"	286	286	19	26	4.12	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"sxIlt"	"286.0"	"286.0"	NA	28633	28633	28633	1	0	"-"	10.2623501019203	10.2623501019203	12.5949509500339	7.5234813125735	7.08757370555797	6.46146817635372	5.58724865840025	1	0	0	0	10.2623501019203	10.2623501019203	10.2623501019203	0.00622683476654284	0.181681197046871	0.251257297680128	2.38543460202474	7.19199162943059	3.32932721121572	10.2623501019203	"sg_plDom"
"42725"	"juffen"	"s7"	4	303	20	"male"	"left"	"noord-brabant"	"Brabants"	"vwo"	"word"	"incorrect"	1988	"juf"	2423	"j}f@"	4	"nom"	"-"	"yes"	"[end]"	"0.35"	"j}f@"	"0.42"	6	"2"	2	"j}"	"yes"	"no"	"underived"	445	"-"	"plur"	"-"	4	0	13	149	3.65333333333	"2"	"5"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"j}f"	"4.0"	"203.0"	NA	4	203	0	1	0	"en"	1.6094379124341	5.31811999384422	0	7.59538727885397	7.7931743471892	6.10031895202006	5.71702770140622	0	1	1	1	5.31811999384422	0	1.6094379124341	0.711827476397775	-0.179468027286783	0.3810363406861	-2.55879550605132	-3.07035847248969	-5.32358497827045	0	"pl_sgDom"
"42727"	"maten"	"s7"	4	305	20	"male"	"left"	"noord-brabant"	"Brabants"	"vwo"	"word"	"correct"	1299	"maat"	1164	"mat@"	4	"nom"	"-"	"yes"	"[end]"	"0.42"	"mat@"	"0.48"	5	"2"	2	"ma"	"yes"	"no"	"underived"	497	"past"	"plur"	"1,2"	443	0	28	382	4.92	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"mat"	"27.0"	"0.0"	NA	658341627	891162	0	1	0	"en"	20.3052345460457	13.7002826302376	0	7.17011954344963	7.0604763659998	6.21060007702465	5.72358510195238	0	1	1	1	13.7002826302376	0	20.3052345460457	-0.0208705047916293	-0.069186902282194	0.387593741232259	5.82336713034211	-3.07035847248969	13.3722116553411	0	"pl_sgDom"
"42730"	"maan"	"s7"	4	308	20	"male"	"left"	"noord-brabant"	"Brabants"	"vwo"	"word"	"correct"	2013	"maan"	1138	"man"	3	"nom"	"-"	"yes"	"[end]"	"0.43"	"man"	"0.43"	4	"1"	1	"man"	"yes"	"yes"	"underived"	445	"present"	"sing"	"1,2"	2635	2759	97	166	5.21333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	3	"man"	"0.0"	"35.0"	NA	2635	2635	2635	1	0	"-"	7.8770178956224	7.8770178956224	20.9249902156348	7.60787807327851	7.03790596344718	6.10031895202006	5.73334127689775	1	0	0	0	7.8770178956224	7.8770178956224	7.8770178956224	-0.0434409073442481	-0.179468027286783	0.397349916177624	0.000102395726866433	4.80665942313271	0.943995004917848	7.8770178956224	"sg_plDom"
"42763"	"deun"	"s7"	4	342	20	"male"	"left"	"noord-brabant"	"Brabants"	"vwo"	"word"	"correct"	1134	"deun"	1111	"d|n"	3	"nom"	"-"	"yes"	"d2n"	"0.45"	"d|n"	"0.45"	4	"1"	1	"d|n"	"yes"	"yes"	"underived"	467	"present"	"sing"	"1,2"	19	118	0	11	2.88	"10"	"12"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	3	"d|n"	"0.0"	"0.0"	NA	1900	1900	1900	1	0	"-"	7.55013534248843	7.55013534248843	1.6094379124341	7.0343879299155	7.01391547481053	6.14846829591765	5.83773044716594	1	0	0	0	7.55013534248843	7.55013534248843	7.55013534248843	-0.0674313959809023	-0.1313186833892	0.501739086445817	-0.326780157407103	4.47977686999874	0.617112451783878	7.55013534248843	"sg_plDom"
"42769"	"lanen"	"s7"	4	348	20	"male"	"left"	"noord-brabant"	"Brabants"	"vwo"	"word"	"correct"	1922	"laan"	1194	"lan@"	4	"nom"	"-"	"yes"	"[end]"	"0.4"	"lan@"	"0.5"	5	"2"	2	"la"	"yes"	"no"	"underived"	524	"-"	"plur"	"-"	114	0	5	22	3.73333333333	"0"	"1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"lan"	"114.0"	"323.0"	NA	114	323	0	1	0	"en"	4.74493212836325	5.78074351579233	0	7.56164174558878	7.08590146436561	6.26339826259162	5.85507192220243	0	1	1	1	5.78074351579233	0	4.74493212836325	0.00455459357418064	-0.0163887167152232	0.519080561482305	-2.0961719841032	-3.07035847248969	-2.1880907623413	0	"pl_sgDom"
"42790"	"sfeer"	"s7"	4	369	20	"male"	"left"	"noord-brabant"	"Brabants"	"vwo"	"word"	"correct"	981	"sfeer"	1611	"sfer"	4	"nom"	"-"	"yes"	"sfe"	"0.447"	"sfe"	"0.447"	5	"1"	1	"sfer"	"yes"	"yes"	"underived"	579	"-"	"sing"	"-"	2576	2739	282	396	5.36	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	3	"sfer"	"2576.0"	"2576.0"	NA	2576	2576	2576	1	0	"-"	7.85438121065236	7.85438121065236	4.9416424226093	6.88959130835447	7.38523092306657	6.36302810354046	5.91350300563827	1	0	0	0	7.85438121065236	7.85438121065236	7.85438121065236	0.303884052275143	0.0832411242336182	0.577511644918148	-0.0225342892431666	4.78402273816268	0.921358319947815	7.85438121065236	"sg_plDom"
"43119"	"dwergen"	"s8"	4	140	19	"male"	"left"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	1152	"dwerg"	924	"dwErG@"	6	"nom"	"-"	"yes"	"dwE"	"0.287"	"dwErG@"	"0.55"	7	"2"	2	"dwEr"	"yes"	"no"	"underived"	573	"-"	"plur"	"-"	133	0	3	7	3.97333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"dwErG"	"133.0"	"156.0"	NA	133	156	0	1	0	"en"	4.89783979995091	5.05624580534831	0	7.05012252026906	6.82979373751242	6.35262939631957	4.94875989037817	0	1	1	1	5.05624580534831	0	4.89783979995091	-0.251553133279005	0.07284241701272	-0.387231470341954	-2.82066969454722	-3.07035847248969	-2.03518309075364	0	"pl_sgDom"
"43182"	"blaas"	"s8"	4	203	19	"male"	"left"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	931	"blaas"	912	"blas"	4	"nom"	"-"	"yes"	"blas"	"0.56"	"blas"	"0.56"	5	"1"	1	"blas"	"yes"	"yes"	"underived"	576	"present"	"sing"	"1,2"	253	223	7	28	4.78666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"blas"	"8.0"	"8.0"	NA	27191827	27191827	27191827	1	0	"-"	17.1184270449483	17.1184270449483	18.82777949028	6.83733281468559	6.81673588059497	6.3578422665081	5.31811999384422	1	0	0	0	17.1184270449483	17.1184270449483	17.1184270449483	-0.264610990196462	0.078055287201253	-0.0178713668759061	9.24151154505273	14.0480685724586	10.1854041542437	17.1184270449483	"sg_plDom"
"43188"	"zwerm"	"s8"	4	209	19	"male"	"left"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	880	"zwerm"	1088	"zwErm"	5	"nom"	"-"	"yes"	"zwErm"	"0.49"	"zwErm"	"0.49"	5	"1"	1	"zwErm"	"yes"	"yes"	"underived"	507	"present"	"sing"	"1,2"	127	226	9	10	3.82666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"zwErm"	"1.0"	"16.0"	NA	12511	12511	12511	1	0	"-"	9.43444346278509	9.43444346278509	13.827060598698	6.78105762593618	6.99301512293296	6.23048144757848	5.34710753071747	1	0	0	0	9.43444346278509	9.43444346278509	9.43444346278509	-0.0883317478584695	-0.0493055317283648	0.0111161699973463	1.55752796288956	6.36408499029541	2.50142057208054	9.43444346278509	"sg_plDom"
"43201"	"barakken"	"s8"	4	222	19	"male"	"left"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	742	"barak"	1249	"barAk@"	6	"nom"	"-"	"yes"	"barAk"	"0.42"	"barAk@"	"0.48"	8	"3"	3	"rA"	"no"	"no"	"underived"	496	"-"	"plur"	"-"	201	0	4	1	3.2	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"barAk"	"201.0"	"226.0"	NA	201	226	0	1	0	"en"	5.30826769740121	5.4249500174814	0	6.61069604471776	7.13089883029635	6.20859002609663	5.40717177146012	0	1	1	1	5.4249500174814	0	5.30826769740121	0.0495519595049165	-0.0711969532102179	0.0711804107399967	-2.45196548241413	-3.07035847248969	-1.62475519330335	0	"pl_sgDom"
"43256"	"altaar"	"s8"	4	278	19	"male"	"left"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	1065	"altaar"	846	"Altar"	5	"nom"	"-"	"yes"	"Alta"	"0.437"	"Alta"	"0.437"	6	"2"	2	"Al"	"yes"	"no"	"underived"	532	"-"	"sing"	"-"	439	529	17	24	3.81333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"Altar"	"439.0"	"439.0"	NA	439	439	439	1	0	"-"	6.08677472691231	6.08677472691231	4.38202663467388	6.97166860472579	6.74170069465205	6.27852142416584	5.63121178182137	1	0	0	0	6.08677472691231	6.08677472691231	6.08677472691231	-0.339646176139375	-0.00126555514100257	0.295220421101243	-1.79014077298323	3.01641625442262	-0.846248163792244	6.08677472691231	"sg_plDom"
"43267"	"adressen"	"s8"	4	289	19	"male"	"left"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	917	"adres"	1015	"AdrEs@"	6	"nom"	"-"	"yes"	"adrE"	"0.37"	"AdrEs@"	"0.66"	8	"3"	3	"drE"	"no"	"no"	"underived"	676	"-"	"plur"	"-"	330	0	40	307	5.6	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"AdrEs"	"330.0"	"1771.0"	NA	330	1771	0	1	0	"en"	5.80211837537706	7.47986413116503	0	6.82219739062049	6.92362862813843	6.51767127291227	5.66988092298052	0	1	1	1	7.47986413116503	0	5.80211837537706	-0.157718242653003	0.237884293605428	0.333889562260397	-0.397051368730505	-3.07035847248969	-1.13090451532749	0	"pl_sgDom"
"43308"	"spons"	"s8"	4	330	19	"male"	"left"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	959	"spons"	835	"spOns"	5	"nom"	"-"	"yes"	"spOns"	"0.72"	"spOns"	"0.72"	5	"1"	1	"spOns"	"yes"	"yes"	"underived"	735	"present"	"sing"	"1,2"	155	182	14	28	4.44	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"spOns"	"0.0"	"2.0"	NA	1550	1550	1550	1	0	"-"	7.34665516317654	7.34665516317654	10.8632782898561	6.86693328446188	6.7286286130847	6.60123011872888	5.80211837537706	1	0	0	0	7.34665516317654	7.34665516317654	7.34665516317654	-0.352718257706728	0.32144313942203	0.466127014656941	-0.530260336718992	4.27629669068685	0.413632272471989	7.34665516317654	"sg_plDom"
"43328"	"maan"	"s8"	4	351	19	"male"	"left"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	752	"maan"	1408	"man"	3	"nom"	"-"	"yes"	"[end]"	"0.43"	"man"	"0.43"	4	"1"	1	"man"	"yes"	"yes"	"underived"	445	"present"	"sing"	"1,2"	2635	2759	97	166	5.21333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	3	"man"	"0.0"	"35.0"	NA	2635	2635	2635	1	0	"-"	7.8770178956224	7.8770178956224	20.9249902156348	6.62406522779989	7.25063551189868	6.10031895202006	5.8636311755981	1	0	0	0	7.8770178956224	7.8770178956224	7.8770178956224	0.16928864110725	-0.179468027286783	0.527639814877975	0.000102395726866433	4.80665942313271	0.943995004917848	7.8770178956224	"sg_plDom"
"43342"	"bibber"	"s8"	4	365	19	"male"	"left"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	1611	"bibber"	880	"bIb@r"	5	"nom"	"-"	"yes"	"bIb"	"0.22"	"bIb"	"0.22"	6	"2"	2	"bI"	"yes"	"no"	"underived"	391	"present"	"sing"	"1,2"	15	9	3	2	3.97333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	3	"bIb@r"	"3.0"	"24.0"	NA	933	933	933	1	0	"-"	6.83947643822884	6.83947643822884	7.79358680337158	7.38523092306657	6.78105762593618	5.97126183979046	5.90263333340137	1	0	0	0	6.83947643822884	6.83947643822884	6.83947643822884	-0.30028924485525	-0.308525139516385	0.566641972681244	-1.03743906166669	3.76911796573916	-0.0935464524757075	6.83947643822884	"sg_plDom"
"43429"	"lanen"	"s8"	4	453	19	"male"	"left"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	919	"laan"	1507	"lan@"	4	"nom"	"-"	"yes"	"[end]"	"0.4"	"lan@"	"0.5"	5	"2"	2	"la"	"yes"	"no"	"underived"	524	"-"	"plur"	"-"	114	0	5	22	3.73333333333	"0"	"1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"lan"	"114.0"	"323.0"	NA	114	323	0	1	0	"en"	4.74493212836325	5.78074351579233	0	6.82437367004309	7.3185395485679	6.26339826259162	6.11809719804135	0	1	1	1	5.78074351579233	0	4.74493212836325	0.237192677776472	-0.0163887167152232	0.782105837321226	-2.0961719841032	-3.07035847248969	-2.1880907623413	0	"pl_sgDom"
